Model,Fold,Epoch,Loss,Accuracy,Val_Loss,Val_Accuracy
MobileNetV2Model,3,9,0.0034699228126555,0.9991423487663268,0.4020841419696808,0.952054798603058
MobileNetV2Model,3,10,0.0092237265780568,0.9982847571372986,0.3933441340923309,0.948630154132843
MobileNetV2Model,3,11,0.0022304262965917,0.9991423487663268,0.4086896777153015,0.9383561611175536
MobileNetV2Model,3,12,0.0080271158367395,0.9982847571372986,0.4516226947307586,0.9417808055877686
MobileNetV2Model,3,13,0.0193910896778106,0.9974271059036256,0.3879449069499969,0.948630154132843
MobileNetV2Model,3,14,0.0284437835216522,0.9982847571372986,0.34243044257164,0.952054798603058
MobileNetV2Model,3,15,0.0106516638770699,0.9991423487663268,0.4067609310150146,0.9452054500579834
MobileNetV2Model,3,16,0.0092904735356569,0.9991423487663268,0.3378615081310272,0.948630154132843
MobileNetV2Model,3,17,0.0146283535286784,0.9982847571372986,0.4252132177352905,0.9349315166473388
MobileNetV2Model,3,18,0.0218733586370944,0.9982847571372986,0.3338775336742401,0.948630154132843
MobileNetV2Model,3,19,0.0073878434486687,0.9991423487663268,0.3589434027671814,0.9349315166473388
MobileNetV2Model,3,20,0.0088783679530024,0.9982847571372986,0.3685711622238159,0.9383561611175536
MobileNetV2Model,3,21,0.0032262017484754,0.9982847571372986,0.3686958253383636,0.9349315166473388
MobileNetV2Model,3,22,0.0029266912024468,0.9982847571372986,0.3657878041267395,0.931506872177124
MobileNetV2Model,3,23,0.002910029143095,0.9974271059036256,0.3688174784183502,0.9383561611175536
MobileNetV2Model,3,24,0.0027869041077792,0.9991423487663268,0.3706225156784057,0.9383561611175536
MobileNetV2Model,3,25,0.0027123242616653,0.9991423487663268,0.4430731236934662,0.9452054500579834
MobileNetV2Model,3,26,0.0026258435100317,0.9991423487663268,0.4995702505111694,0.9452054500579834
MobileNetV2Model,3,27,0.0024173888377845,0.9991423487663268,0.5301413536071777,0.9417808055877686
MobileNetV2Model,3,28,0.002198735717684,0.9991423487663268,0.6001692414283752,0.9452054500579834
MobileNetV2Model,3,29,0.0020336236339062,0.9991423487663268,0.7946338653564453,0.9452054500579834
MobileNetV2Model,4,0,6.9610466957092285,0.7866324186325073,1.4563758373260498,0.8487972617149353
MobileNetV2Model,4,1,1.2392889261245728,0.9040274024009703,0.8945022225379944,0.9518900513648988
MobileNetV2Model,4,2,0.1950948983430862,0.9717223644256592,1.041487455368042,0.9278350472450256
MobileNetV2Model,4,3,0.1617694348096847,0.9837189316749572,0.9467349648475648,0.9484536051750184
MobileNetV2Model,4,4,0.0911235138773918,0.9871465563774108,0.6725924015045166,0.9347078800201416
MobileNetV2Model,4,5,0.095743641257286,0.9845758080482484,1.029307842254639,0.931271493434906
MobileNetV2Model,4,6,0.0459481552243232,0.9922879338264464,0.7343935370445251,0.9553264379501344
MobileNetV2Model,4,7,0.0073603834025561,0.9982861876487732,0.715039074420929,0.9553264379501344
MobileNetV2Model,4,8,0.0195580627769231,0.9957154989242554,0.7575207948684692,0.9587628841400146
MobileNetV2Model,4,9,0.100802257657051,0.988003432750702,0.8840779066085815,0.9518900513648988
MobileNetV2Model,4,10,0.0233571715652942,0.9931448101997375,0.7647938132286072,0.9553264379501344
MobileNetV2Model,4,11,0.0006613273289985,1.0,0.8684913516044617,0.9518900513648988
MobileNetV2Model,4,12,0.0086190411821007,0.9982861876487732,0.8179998397827148,0.9484536051750184
MobileNetV2Model,4,13,0.0071582295931875,0.999143123626709,0.8968790173530579,0.9484536051750184
MobileNetV2Model,4,14,0.0162350554019212,0.9974293112754822,0.7759779691696167,0.9415807723999025
MobileNetV2Model,4,15,0.0218338761478662,0.9957154989242554,0.9070069789886476,0.9587628841400146
MobileNetV2Model,4,16,0.0243104323744773,0.9965724349021912,1.6103559732437134,0.9243986010551452
MobileNetV2Model,4,17,0.0366528518497943,0.9914309978485109,0.9007285237312316,0.9484536051750184
MobileNetV2Model,4,18,0.0127380127087235,0.999143123626709,1.0316663980484009,0.9518900513648988
MobileNetV2Model,4,19,0.0248369183391332,0.9957154989242554,1.016416311264038,0.9587628841400146
MobileNetV2Model,5,0,4.808312892913818,0.8114824295043945,0.5567678213119507,0.9347078800201416
MobileNetV2Model,5,1,0.3837513029575348,0.9468722939491272,0.2559356093406677,0.9553264379501344
MobileNetV2Model,5,2,0.3234755396842956,0.9562981724739076,0.5487186908721924,0.9484536051750184
MobileNetV2Model,5,3,0.3668444156646728,0.960582673549652,0.6361446380615234,0.9518900513648988
MobileNetV2Model,5,4,0.1210702657699585,0.9845758080482484,0.2883793115615845,0.9656357169151306
MobileNetV2Model,5,5,0.0344295799732208,0.9914309978485109,0.4349946975708008,0.945017158985138
MobileNetV2Model,5,6,0.0265021752566099,0.9965724349021912,0.2807987332344055,0.9553264379501344
MobileNetV2Model,5,7,0.0255812779068946,0.9965724349021912,0.2050622850656509,0.962199330329895
MobileNetV2Model,5,8,0.035937238484621,0.9940016865730286,0.3856896162033081,0.969072163105011
MobileNetV2Model,5,9,0.0346842668950557,0.9957154989242554,0.3016977608203888,0.9656357169151306
MobileNetV2Model,5,10,0.0357853882014751,0.9922879338264464,0.3415839076042175,0.9518900513648988
MobileNetV2Model,5,11,0.0720127969980239,0.9940016865730286,0.3773939609527588,0.9553264379501344
MobileNetV2Model,5,12,0.0302762817591428,0.9957154989242554,0.5244302749633789,0.962199330329895
MobileNetV2Model,5,13,0.0247066337615251,0.9940016865730286,0.3371666073799133,0.962199330329895
MobileNetV2Model,5,14,0.0096639692783355,0.999143123626709,0.5437831878662109,0.9518900513648988
MobileNetV2Model,5,15,0.0522121265530586,0.9940016865730286,1.5668385028839111,0.9243986010551452
MobileNetV2Model,5,16,0.0656059607863426,0.9914309978485109,0.96458500623703,0.9518900513648988
MobileNetV2Model,5,17,0.0839880481362342,0.9931448101997375,2.2412538528442383,0.9037800431251526
MobileNetV2Model,5,18,0.1412208825349807,0.9820051193237304,0.5774550437927246,0.962199330329895
MobileNetV2Model,5,19,0.1434923857450485,0.9837189316749572,0.6566766500473022,0.9518900513648988
MobileNetV2Model,5,20,0.0579841174185276,0.9931448101997375,0.3419206440448761,0.9553264379501344
MobileNetV2Model,5,21,0.0151309333741664,0.999143123626709,0.4855911433696747,0.9553264379501344
MobileNetV2Model,5,22,0.0272466987371444,0.999143123626709,0.5407233834266663,0.9656357169151306
ResNet50Model,1,0,5.619081974029541,0.3782161176204681,1.2659170627593994,0.3698630034923553
ResNet50Model,1,1,0.8760280013084412,0.5711835622787476,0.6999138593673706,0.7020547986030579
ResNet50Model,1,2,0.6767585277557373,0.7161235213279724,0.6140206456184387,0.7260273694992065
ResNet50Model,1,3,0.566996157169342,0.7675814628601074,0.6544222831726074,0.7534246444702148
ResNet50Model,1,4,0.5881989598274231,0.755574643611908,0.931003749370575,0.5753424763679504
ResNet50Model,1,5,0.5847350358963013,0.7418524622917175,0.492153912782669,0.818493127822876
ResNet50Model,1,6,0.5174320936203003,0.7847341299057007,0.5233390927314758,0.7910959124565125
ResNet50Model,1,7,0.5395464301109314,0.7530016899108887,0.4919402301311493,0.801369845867157
ResNet50Model,1,8,0.3836707472801208,0.8507718443870544,0.4095077514648437,0.835616409778595
ResNet50Model,1,9,0.4090758562088012,0.8464837074279785,0.4751051366329193,0.8150684833526611
ResNet50Model,1,10,0.4322523474693298,0.8404802680015564,0.5973186492919922,0.7739726305007935
ResNet50Model,1,11,0.3625502288341522,0.8687821626663208,0.3668497502803802,0.8732876777648926
ResNet50Model,1,12,0.3524254262447357,0.8602058291435242,0.5332499742507935,0.7945205569267273
ResNet50Model,1,13,0.3556950390338897,0.8636363744735718,0.3764535188674927,0.8561643958091736
ResNet50Model,1,14,0.3068520724773407,0.8987993001937866,0.3320226669311523,0.8904109597206116
ResNet50Model,1,15,0.294302225112915,0.8962264060974121,0.3216004967689514,0.8904109597206116
ResNet50Model,1,16,0.4959800541400909,0.8061749339103699,0.9906240105628968,0.6609588861465454
ResNet50Model,1,17,0.4309387505054474,0.8267581462860107,0.5505293607711792,0.784246563911438
ResNet50Model,1,18,0.3105739653110504,0.880789041519165,0.3142268359661102,0.8869863152503967
ResNet50Model,1,19,0.316439539194107,0.8816466331481934,0.3989623188972473,0.8630136847496033
ResNet50Model,1,20,0.5537234544754028,0.7830188870429993,0.3564790785312652,0.8801369667053223
ResNet50Model,1,21,0.3631696403026581,0.8687821626663208,0.6272464990615845,0.6883561611175537
ResNet50Model,1,22,0.3255897760391235,0.8773584961891174,0.328565388917923,0.8767123222351074
ResNet50Model,1,23,0.2464201003313064,0.9022298455238342,0.8199481964111328,0.681506872177124
ResNet50Model,1,24,0.3329070508480072,0.875643253326416,0.310549646615982,0.8938356041908264
ResNet50Model,1,25,0.2859996855258941,0.89022296667099,0.3102147877216339,0.9006849527359009
ResNet50Model,1,26,0.2415651082992553,0.916809618473053,0.3566019237041473,0.8595890402793884
ResNet50Model,1,27,0.250435471534729,0.9065179824829102,0.5295718312263489,0.8424657583236694
ResNet50Model,1,28,0.2292138636112213,0.921955406665802,0.3277342319488525,0.8938356041908264
ResNet50Model,1,29,0.2763275802135467,0.8979417085647583,0.4998086988925934,0.8321917653083801
ResNet50Model,1,30,0.2973537147045135,0.8790737390518188,0.4062559902667999,0.8424657583236694
ResNet50Model,1,31,0.2073324769735336,0.927958846092224,0.256223976612091,0.9006849527359009
ResNet50Model,1,32,0.2384323179721832,0.9039450883865356,0.4156182110309601,0.8493150472640991
ResNet50Model,1,33,0.2307097762823104,0.9133790731430054,0.4177667498588562,0.8527397513389587
ResNet50Model,1,34,0.2489447891712188,0.9090909361839294,0.332325130701065,0.8869863152503967
ResNet50Model,1,35,0.2224079221487045,0.9193825125694276,0.4146242439746856,0.8630136847496033
ResNet50Model,1,36,0.2271629124879837,0.9082332849502563,0.269830584526062,0.9109588861465454
ResNet50Model,1,37,0.1734597086906433,0.9313893914222716,0.2729409337043762,0.914383590221405
ResNet50Model,1,38,0.1984612196683883,0.9305317401885986,0.2453799247741699,0.9280821681022644
ResNet50Model,1,39,0.2492871582508087,0.9090909361839294,0.3410974740982055,0.8801369667053223
ResNet50Model,1,40,0.2123535722494125,0.921955406665802,0.3533497750759125,0.8732876777648926
ResNet50Model,1,41,0.1732960045337677,0.9365351796150208,0.2291257083415985,0.914383590221405
ResNet50Model,1,42,0.1765186190605163,0.9451115131378174,0.2909523546695709,0.9109588861465454
ResNet50Model,1,43,0.1638020724058151,0.9382504224777222,0.2260122150182724,0.914383590221405
ResNet50Model,1,44,0.1677871793508529,0.9416809678077698,0.4143342077732086,0.8561643958091736
ResNet50Model,1,45,0.2064533978700637,0.926243543624878,0.4580373764038086,0.8698630332946777
ResNet50Model,1,46,0.2822529375553131,0.885077178478241,0.3277045488357544,0.8801369667053223
ResNet50Model,1,47,0.3577501177787781,0.8704974055290222,0.2498404383659362,0.9075342416763306
ResNet50Model,1,48,0.1618932336568832,0.9391080737113952,0.2608108818531036,0.91780823469162
ResNet50Model,1,49,0.2472089231014251,0.8987993001937866,0.2516465783119201,0.9109588861465454
ResNet50Model,1,50,0.1977061033248901,0.9313893914222716,0.4089917242527008,0.8493150472640991
ResNet50Model,1,51,0.1996575593948364,0.9245283007621764,0.7480841875076294,0.7773972749710083
ResNet50Model,1,52,0.1796975135803222,0.9382504224777222,0.3596792221069336,0.8904109597206116
ResNet50Model,1,53,0.2168349474668502,0.921955406665802,0.5928428173065186,0.7773972749710083
ResNet50Model,1,54,0.2025078237056732,0.921955406665802,0.4540412724018097,0.8493150472640991
ResNet50Model,1,55,0.2023058533668518,0.921955406665802,0.2581292390823364,0.91780823469162
ResNet50Model,1,56,0.1610064506530761,0.9433962106704712,0.5657008290290833,0.8116438388824463
ResNet50Model,2,0,6.288240909576416,0.349056601524353,1.0700888633728027,0.6164383292198181
ResNet50Model,2,1,1.0012224912643433,0.5471698045730591,0.8270613551139832,0.5958904027938843
ResNet50Model,2,2,0.7186402678489685,0.6698113083839417,0.7838336825370789,0.6198630332946777
ResNet50Model,2,3,0.7229955792427063,0.6569468379020691,0.560013473033905,0.7636986374855042
ResNet50Model,2,4,0.5670995712280273,0.7624356746673584,0.5199220776557922,0.801369845867157
ResNet50Model,2,5,0.4991305768489837,0.7993139028549194,0.833789587020874,0.5787671208381653
ResNet50Model,2,6,0.6512649655342102,0.7315608859062195,0.4865124821662903,0.835616409778595
ResNet50Model,2,7,0.5387722849845886,0.7804459929466248,0.796168863773346,0.6712328791618347
ResNet50Model,2,8,0.5499165654182434,0.7667238712310791,0.4255862236022949,0.8321917653083801
ResNet50Model,2,9,0.4277634620666504,0.8319039344787598,0.725458562374115,0.6917808055877686
ResNet50Model,2,10,0.4610017836093902,0.8104631304740906,0.4763583242893219,0.8082191944122314
ResNet50Model,2,11,0.3822528123855591,0.8610634803771973,0.3766661882400512,0.8458904027938843
ResNet50Model,2,12,0.3650784492492676,0.8610634803771973,0.3686629831790924,0.8458904027938843
ResNet50Model,2,13,0.3321884572505951,0.8747856020927429,0.3482943475246429,0.8630136847496033
ResNet50Model,2,14,0.2920659184455871,0.9005146026611328,0.3749949932098388,0.8458904027938843
ResNet50Model,2,15,0.300505518913269,0.89022296667099,0.4267201423645019,0.8219178318977356
ResNet50Model,2,16,0.3623095750808716,0.8730702996253967,0.4092487394809723,0.8424657583236694
ResNet50Model,2,17,0.2952623069286346,0.8970840573310852,0.5444949269294739,0.7534246444702148
ResNet50Model,2,18,0.3230642080307007,0.8867924809455872,0.3888228833675384,0.8321917653083801
ResNet50Model,2,19,0.3132100999355316,0.8730702996253967,0.5772671699523926,0.7568492889404297
ResNet50Model,2,20,0.3855521082878113,0.854202389717102,0.5212981700897217,0.784246563911438
ResNet50Model,2,21,0.2698796391487121,0.8987993001937866,0.4017757475376129,0.8287671208381653
ResNet50Model,2,22,0.3225924968719482,0.8773584961891174,0.268762469291687,0.8869863152503967
ResNet50Model,2,23,0.2276094406843185,0.91595196723938,0.2695135176181793,0.8904109597206116
ResNet50Model,2,24,0.225129634141922,0.9193825125694276,0.4583253860473633,0.8116438388824463
ResNet50Model,2,25,0.3072468340396881,0.8919382691383362,0.4196250736713409,0.8424657583236694
ResNet50Model,2,26,0.4134988188743591,0.8404802680015564,0.3443102538585663,0.8767123222351074
ResNet50Model,2,27,0.2569387853145599,0.9056603908538818,0.2382614463567733,0.9006849527359009
ResNet50Model,2,28,0.2522227168083191,0.9056603908538818,0.2541998326778412,0.8938356041908264
ResNet50Model,2,29,0.2811345756053924,0.8936535120010376,0.3562455773353576,0.8698630332946777
ResNet50Model,2,30,0.2400164008140564,0.9133790731430054,0.4214078485965729,0.835616409778595
ResNet50Model,2,31,0.2048728913068771,0.927101194858551,0.2813843488693237,0.8904109597206116
ResNet50Model,2,32,0.2815243303775787,0.8987993001937866,0.2442844808101654,0.8972602486610413
ResNet50Model,2,33,0.1982289105653762,0.9228130578994752,0.5237277150154114,0.8082191944122314
ResNet50Model,2,34,0.321239024400711,0.8816466331481934,0.3707967698574066,0.8595890402793884
ResNet50Model,2,35,0.2223490625619888,0.9236706495285034,0.2370768785476684,0.8972602486610413
ResNet50Model,2,36,0.2377246022224426,0.9133790731430054,0.3362984657287597,0.8801369667053223
ResNet50Model,2,37,0.1940719783306121,0.926243543624878,0.2848739624023437,0.9006849527359009
ResNet50Model,2,38,0.2414819896221161,0.9125214219093324,0.5797770619392395,0.7910959124565125
ResNet50Model,2,39,0.2078641206026077,0.9210977554321288,0.2708112597465515,0.91780823469162
ResNet50Model,2,40,0.1483138799667358,0.9502573013305664,0.2926771342754364,0.8938356041908264
ResNet50Model,2,41,0.227601870894432,0.9125214219093324,0.5202846527099609,0.7910959124565125
ResNet50Model,2,42,0.2232470214366912,0.9210977554321288,0.2453713566064834,0.9075342416763306
ResNet50Model,3,0,5.564774513244629,0.3567753136157989,0.9852368235588074,0.517123281955719
ResNet50Model,3,1,0.9860811829566956,0.5608919262886047,0.7118099927902222,0.6438356041908264
ResNet50Model,3,2,0.7017050981521606,0.6818181872367859,0.8802064657211304,0.6130136847496033
ResNet50Model,3,3,0.6416206955909729,0.7324185371398926,0.4996753931045532,0.7773972749710083
ResNet50Model,3,4,0.5903605222702026,0.7487135529518127,0.5284419655799866,0.7465753555297852
ResNet50Model,3,5,0.5620471835136414,0.755574643611908,0.4527377188205719,0.8047945499420166
ResNet50Model,3,6,0.5039656162261963,0.7907375693321228,0.3805896639823913,0.8253424763679504
ResNet50Model,3,7,0.4596550762653351,0.812178373336792,0.5734228491783142,0.7363013625144958
ResNet50Model,3,8,0.4839485883712768,0.8036020398139954,0.3968311846256256,0.8664383292198181
ResNet50Model,3,9,0.3738888204097748,0.8610634803771973,0.3192049860954284,0.8904109597206116
ResNet50Model,3,10,0.4332111179828644,0.8198970556259155,0.5541272163391113,0.7739726305007935
ResNet50Model,3,11,0.3252076506614685,0.8722127079963684,0.2506222128868103,0.8904109597206116
ResNet50Model,3,12,0.3003483116626739,0.8893653750419617,0.3651987910270691,0.8767123222351074
ResNet50Model,3,13,0.342871755361557,0.8722127079963684,0.3694099485874176,0.8321917653083801
ResNet50Model,3,14,0.3494493961334228,0.8747856020927429,0.4914973974227905,0.7808219194412231
ResNet50Model,3,15,0.4738920927047729,0.8053173422813416,0.2397934943437576,0.91780823469162
ResNet50Model,3,16,0.4554637968540191,0.807032585144043,0.2997650802135467,0.8938356041908264
ResNet50Model,3,17,0.3821414709091186,0.8533447980880737,0.2309345304965973,0.9383561611175536
ResNet50Model,3,18,0.3521363735198974,0.8636363744735718,0.2971707880496979,0.8630136847496033
ResNet50Model,3,19,0.365375280380249,0.8567752838134766,0.3017979264259338,0.8938356041908264
ResNet50Model,3,20,0.2508809566497803,0.9133790731430054,0.4411556422710418,0.8321917653083801
ResNet50Model,3,21,0.3799888789653778,0.8593481779098511,0.7753246426582336,0.7089040875434875
ResNet50Model,3,22,0.4837345480918884,0.8216123580932617,0.364621639251709,0.8595890402793884
ResNet50Model,3,23,0.3300259113311767,0.8696398138999939,0.2210419774055481,0.9075342416763306
ResNet50Model,3,24,0.296054482460022,0.8893653750419617,0.3489980399608612,0.8698630332946777
ResNet50Model,3,25,0.3008465766906738,0.8859348297119141,0.3318612277507782,0.8664383292198181
ResNet50Model,3,26,0.2305167019367218,0.911663830280304,0.2727069556713104,0.8904109597206116
ResNet50Model,3,27,0.282107800245285,0.9073756337165833,0.2081813216209411,0.931506872177124
ResNet50Model,3,28,0.2300440222024917,0.916809618473053,0.3181050717830658,0.8767123222351074
ResNet50Model,3,29,0.2932741343975067,0.8833619356155396,0.2870491147041321,0.8904109597206116
ResNet50Model,3,30,0.2149601727724075,0.9202401638031006,0.1843347996473312,0.9383561611175536
ResNet50Model,3,31,0.2554166316986084,0.9108061790466307,0.3216635584831238,0.8869863152503967
ResNet50Model,3,32,0.2565339207649231,0.9022298455238342,0.2784687578678131,0.8732876777648926
ResNet50Model,3,33,0.2734222114086151,0.8919382691383362,0.3040443956851959,0.8732876777648926
ResNet50Model,3,34,0.2725695371627807,0.8996569514274597,0.1731535047292709,0.9452054500579834
ResNet50Model,3,35,0.2432665079832077,0.911663830280304,0.2172181755304336,0.9109588861465454
ResNet50Model,3,36,0.213011085987091,0.9202401638031006,0.2428460270166397,0.8972602486610413
ResNet50Model,3,37,0.3037071228027344,0.8885077238082886,0.2214345484972,0.9212328791618348
ResNet50Model,3,38,0.225418820977211,0.9133790731430054,0.4541501998901367,0.8287671208381653
ResNet50Model,3,39,0.2124462872743606,0.9331046342849731,0.1958779245615005,0.931506872177124
ResNet50Model,3,40,0.2500155866146087,0.9039450883865356,0.2443779408931732,0.9006849527359009
ResNet50Model,3,41,0.2169448435306549,0.9228130578994752,0.1672344803810119,0.9383561611175536
ResNet50Model,3,42,0.189049020409584,0.9348198771476746,0.1850447803735733,0.9417808055877686
ResNet50Model,3,43,0.2162581086158752,0.927101194858551,0.1526082903146743,0.952054798603058
ResNet50Model,3,44,0.3558986783027649,0.8524871468544006,0.2024007886648178,0.9452054500579834
ResNet50Model,3,45,0.240606814622879,0.9056603908538818,0.213695153594017,0.9075342416763306
ResNet50Model,3,46,0.1722962856292724,0.9365351796150208,0.1739945262670517,0.9452054500579834
ResNet50Model,3,47,0.1992543339729309,0.9296740889549256,0.2035681754350662,0.9212328791618348
ResNet50Model,3,48,0.1791021525859832,0.9382504224777222,0.2110341936349868,0.9383561611175536
ResNet50Model,3,49,0.1627185642719268,0.9339622855186462,0.23709736764431,0.9075342416763306
ResNet50Model,3,50,0.2356415838003158,0.9065179824829102,0.2236137092113495,0.9109588861465454
ResNet50Model,3,51,0.1752200722694397,0.9373927712440492,0.2181403636932373,0.9041095972061156
ResNet50Model,3,52,0.1869229078292846,0.9348198771476746,0.2234260588884353,0.9075342416763306
ResNet50Model,3,53,0.1733986884355545,0.9356775283813475,0.3414769172668457,0.8698630332946777
ResNet50Model,3,54,0.3085124790668487,0.8687821626663208,0.218768298625946,0.914383590221405
ResNet50Model,3,55,0.2141715437173843,0.921955406665802,0.3071911633014679,0.8767123222351074
ResNet50Model,3,56,0.207043781876564,0.9210977554321288,0.1778828501701355,0.931506872177124
ResNet50Model,3,57,0.1629339158535003,0.9451115131378174,0.1960991472005844,0.914383590221405
ResNet50Model,3,58,0.1637502014636993,0.9399656653404236,0.2148378193378448,0.914383590221405
ResNet50Model,4,0,6.341472148895264,0.3641816675662994,0.8090123534202576,0.7113401889801025
ResNet50Model,4,1,1.0374577045440674,0.507283627986908,0.7867477536201477,0.5601374506950378
ResNet50Model,4,2,0.7658482789993286,0.6426734924316406,0.5987699627876282,0.7319587469100952
ResNet50Model,4,3,0.6048404574394226,0.7292202115058899,0.5141538381576538,0.7835051417350769
ResNet50Model,4,4,0.6142605543136597,0.7223650217056274,0.5707048773765564,0.7250859141349792
ResNet50Model,4,5,0.5313819050788879,0.7814909815788269,0.4007654786109924,0.8591065406799316
ResNet50Model,4,6,0.5175988078117371,0.7763496041297913,0.3948971331119537,0.8556700944900513
ResNet50Model,4,7,0.431510180234909,0.8329048752784729,0.3334310352802276,0.8831614851951599
ResNet50Model,4,8,0.366553395986557,0.8508997559547424,1.100688099861145,0.5704467296600342
ResNet50Model,4,9,0.5032275319099426,0.8123393058776855,0.3228740990161896,0.8900343775749207
ResNet50Model,4,10,0.3581153452396393,0.8654670119285583,0.7130906581878662,0.6632302403450012
ResNet50Model,4,11,0.4377055168151855,0.8363324999809265,0.3795659840106964,0.8281787037849426
ResNet50Model,4,12,0.3836517333984375,0.8457583785057068,0.353449285030365,0.869415819644928
ResNet50Model,4,13,0.374536395072937,0.8560411334037781,0.2735670804977417,0.8969072103500366
ResNet50Model,4,14,0.265998363494873,0.9031705260276794,0.2768778502941131,0.8934707641601562
ResNet50Model,4,15,0.3900506198406219,0.8491859436035156,0.337135910987854,0.8865979313850403
ResNet50Model,4,16,0.2509762346744537,0.9151670932769777,0.4038856029510498,0.838487982749939
ResNet50Model,4,17,0.2947023212909698,0.8808911442756653,0.635355532169342,0.7147766351699829
ResNet50Model,4,18,0.3073787093162536,0.8826049566268921,0.2675947546958923,0.9037800431251526
ResNet50Model,4,19,0.2129831165075302,0.9288774728775024,0.2166288644075393,0.9175257682800292
ResNet50Model,4,20,0.4501685798168182,0.8303341865539551,0.3030113577842712,0.8934707641601562
ResNet50Model,4,21,0.3880517482757568,0.8423307538032532,0.2903951704502105,0.8934707641601562
ResNet50Model,4,22,0.2616082727909088,0.9005998373031616,0.3422592282295227,0.8865979313850403
ResNet50Model,4,23,0.2540943622589111,0.9040274024009703,0.248069480061531,0.9106529355049132
ResNet50Model,4,24,0.2964671552181244,0.8877463340759277,0.2864864766597748,0.8969072103500366
ResNet50Model,4,25,0.2990257143974304,0.8868894577026367,0.5970326066017151,0.7457044720649719
ResNet50Model,4,26,0.2955993413925171,0.8928877711296082,0.4482899010181427,0.8247422575950623
ResNet50Model,4,27,0.3318076133728027,0.8688945770263672,0.4743703305721283,0.8247422575950623
ResNet50Model,4,28,0.2259431034326553,0.921165406703949,0.3562060594558716,0.8865979313850403
ResNet50Model,4,29,0.2925328612327575,0.8886032700538635,0.2373837828636169,0.9140893220901488
ResNet50Model,4,30,0.239480584859848,0.9065980911254884,0.2770504951477051,0.9037800431251526
ResNet50Model,4,31,0.2367950677871704,0.9057412147521972,0.3297890722751617,0.8865979313850403
ResNet50Model,4,32,0.3426917195320129,0.8714653253555298,0.3584325611591339,0.8625429272651672
ResNet50Model,4,33,0.255062460899353,0.9005998373031616,0.2999316155910492,0.8900343775749207
ResNet50Model,4,34,0.2774147689342499,0.896315336227417,0.2119846642017364,0.9209622144699096
ResNet50Model,5,0,5.917881488800049,0.3881748020648956,2.93111538887024,0.3161512017250061
ResNet50Model,5,1,1.1708199977874756,0.508140504360199,1.247959017753601,0.6391752362251282
ResNet50Model,5,2,0.8268131017684937,0.6443873047828674,0.6881442666053772,0.6941580772399902
ResNet50Model,5,3,0.6501906514167786,0.7017995119094849,0.5568798780441284,0.8041236996650696
ResNet50Model,5,4,0.6232241988182068,0.7249357104301453,0.5187448859214783,0.8247422575950623
ResNet50Model,5,5,0.6106334328651428,0.7112253904342651,0.5125976800918579,0.8419243693351746
ResNet50Model,5,6,0.5163567662239075,0.7866324186325073,0.4706699848175049,0.8350515365600586
ResNet50Model,5,7,0.4914610385894775,0.8003427386283875,0.4141149520874023,0.8625429272651672
ResNet50Model,5,8,0.5235317945480347,0.7746357917785645,0.9657455682754515,0.5773195624351501
ResNet50Model,5,9,0.5114954710006714,0.7780634164810181,0.413569301366806,0.8591065406799316
ResNet50Model,5,10,0.4020711779594421,0.8363324999809265,0.4739058315753937,0.838487982749939
ResNet50Model,5,11,0.4068582355976105,0.8320479989051819,0.5022699236869812,0.800687313079834
ResNet50Model,5,12,0.4377100765705108,0.8329048752784729,0.3828178942203522,0.8865979313850403
ResNet50Model,5,13,0.3656363785266876,0.8534704446792603,0.5900028944015503,0.7422680258750916
ResNet50Model,5,14,0.3589004874229431,0.8671808242797852,0.4299570024013519,0.831615149974823
ResNet50Model,5,15,0.4296218752861023,0.819194495677948,0.3323051929473877,0.9106529355049132
ResNet50Model,5,16,0.3264926671981811,0.8757497668266296,0.5712570548057556,0.7285223603248596
ResNet50Model,5,17,0.4694441854953766,0.8140531182289124,0.8787429928779602,0.4570446610450744
ResNet50Model,5,18,0.3809899091720581,0.8423307538032532,0.3539284467697143,0.869415819644928
ResNet50Model,5,19,0.3785532116889953,0.8534704446792603,0.2791149616241455,0.9106529355049132
ResNet50Model,5,20,0.3445547521114349,0.8646101355552673,0.3119568526744842,0.907216489315033
ResNet50Model,5,21,0.2863845229148865,0.8980291485786438,0.5384731292724609,0.7766323089599609
ResNet50Model,5,22,0.5331469774246216,0.791773796081543,0.563261866569519,0.6941580772399902
ResNet50Model,5,23,0.3699043095111847,0.8423307538032532,0.6972538828849792,0.7422680258750916
ResNet50Model,5,24,0.2842978835105896,0.8988860249519348,0.2852645218372345,0.9175257682800292
ResNet50Model,5,25,0.3208331763744354,0.8817480802536011,0.3539505004882812,0.8831614851951599
ResNet50Model,5,26,0.2762664258480072,0.9014567136764526,0.2678932845592499,0.9175257682800292
ResNet50Model,5,27,0.2972306609153747,0.8860325813293457,0.3361126780509949,0.8728522062301636
ResNet50Model,5,28,0.2516180574893951,0.9083119034767152,0.3111518919467926,0.8934707641601562
ResNet50Model,5,29,0.2507240772247314,0.9065980911254884,0.2458290755748748,0.9106529355049132
ResNet50Model,5,30,0.2894236743450165,0.8851756453514099,0.2448811680078506,0.931271493434906
ResNet50Model,5,31,0.2250435501337051,0.9108825922012328,0.2734768986701965,0.8934707641601562
ResNet50Model,5,32,0.2813374996185303,0.8980291485786438,0.2305460125207901,0.931271493434906
